序号,TMP气温(℃),FEELST体感温度(℃),PRES气压(hPa),HUM相对湿度(%),RAIN降水量(mm),WSPD风速(m/s),AQI,PM2.5(渭g/m鲁),PM10(渭g/m鲁),NO2(渭g/m鲁),SO2(渭g/m鲁),O3(渭g/m鲁),CO(mg/m鲁)
2750,23,22.7,1006,25,0,5.1,,,,,,,
2751,23.4,23.2,1005,27,0,5.3,116,87,182,31,28,112,0.7
2752,24.3,24.5,1004,31,0,4.2,159,121,210,34,35,127,0.8
2753,25,25.2,1003,35,0,4.6,172,130,241,35,38,149,0.9
2754,25,25.1,1003,40,0,4.6,208,158,276,33,50,181,1
2755,24.4,24.3,1004,43,0,4.7,190,143,259,32,43,187,1.1
2756,23.5,23.6,1004,47,0,1.8,179,135,260,34,45,181,1.4
2757,22.3,22,1004,51,0,2.3,178,134,233,35,33,168,1.3
2758,21.4,21,1004,55,0,1.9,152,116,196,46,21,134,1.2
2759,21,20.2,1005,54,0,3.5,128,97,189,61,16,89,1.1
2760,20.9,20,1005,48,0,4.1,107,72,163,44,14,87,0.9
2761,20.1,18.9,1005,51,0,4.6,107,72,163,44,14,87,0.9
2762,19.4,18.2,1005,55,0,5,116,54,181,37,17,73,0.6
2763,18.6,17.4,1005,59,0,4.9,101,45,151,31,14,75,0.6
2764,17.9,17.2,1006,62,0,2,91,50,132,31,11,73,0.6
2765,17,16.4,1006,66,0,1.2,,,,,,,
2766,16.4,15.6,1007,68,0,1.6,85,63,115,39,9,56,0.6
2767,16.3,15.6,1007,69,0,1.2,90,67,112,40,8,45,0.7
2768,16.6,15.9,1008,68,0,1.2,97,72,108,43,6,33,0.8
2769,18.3,17.5,1008,63,0,2.5,109,82,101,47,10,35,0.8
2770,19.7,19.3,1009,58,0,0.9,109,82,122,54,16,29,0.9
2771,21.6,21,1009,52,0,3.3,128,97,154,37,25,54,0.9
2772,23.7,23.6,1009,46,0,3.3,138,105,158,37,28,68,0.9
2773,25.1,22,1009,38,0,4.1,156,119,174,37,33,88,1.1
2774,26.2,23,1008,35,0,3.9,176,133,190,31,44,130,1.4
2775,27.9,24.1,1007,28,0,4.4,201,151,154,27,36,159,1.3
2776,N/A,N/A,N/A,N/A,N/A,N/A,148,113,0,16,17,179,0.7
2777,28,23.7,1007,25,0,6.2,100,75,92,13,9,184,0.6
2778,27.1,23.4,1007,24,0,3.1,,,,,,,
2779,26.2,22.4,1008,26,0,4.2,122,92,127,13,4,170,0.4
2780,24.9,25.7,1009,27,0,2.6,110,83,114,19,4,170,0.4
2781,23.9,24.5,1010,30,0,2,95,71,133,27,6,160,0.5
2782,19.1,18.2,1011,55,0,3.5,,,,,,,
2783,16.6,15.5,1012,61,0,3.7,115,76,179,31,7,134,0.6
2784,15.9,14.8,1012,62,0,3.8,213,163,301,57,19,95,1.5
2785,15.3,14.5,1013,54,0,2.9,173,131,216,36,18,118,1.1
2786,14.9,14.3,1013,49,0,2.9,124,94,158,28,15,109,0.9
2787,14,13.8,1013,52,0,1,105,79,153,30,17,96,1.4
2788,13.5,13.3,1013,53,0,0.9,104,78,145,38,19,76,1.4
2789,13.7,13.3,1013,51,0,1.7,,,,,,,
2790,13.7,13.4,1013,50,0,1.4,92,55,134,43,29,54,1.8
2791,13.9,13.3,1013,48,0,3,84,60,118,43,34,50,1.9
2792,14.3,13.7,1013,46,0,3.1,84,62,112,44,34,51,1.8
2793,15.1,14.9,1014,45,0,1.7,88,65,118,53,42,40,1.8
2794,15.7,15.1,1014,43,0,3.7,87,60,124,57,49,35,1.9
2795,17.1,16.8,1014,40,0,2.4,86,63,122,54,47,43,1.8
2796,18.5,18.3,1014,38,0,1.6,103,77,138,52,49,50,1.8
2797,19.6,19,1013,37,0,2,,,,,,,
2798,20.1,19.6,1012,35,0,1.4,87,56,124,40,34,89,1.4
2799,21.4,20.9,1011,34,0,3.4,99,74,138,39,34,110,1.4
2800,22.1,21.8,1010,31,0,3.5,110,83,134,32,30,139,1.1
2801,22.1,22.3,1010,32,0,1.6,114,86,131,30,26,147,1
2802,21.8,21.9,1010,31,0,1.7,97,72,103,28,15,150,0.7
2803,20.9,20.4,1010,34,0,2.5,89,66,113,26,13,161,0.7
2804,19.8,19.2,1011,33,0,1.9,102,76,112,29,13,166,0.8
2805,18.6,18,1012,34,0,3,92,68,119,36,12,155,0.8
2806,17.2,17.1,1012,40,0,1.4,97,72,117,35,11,147,0.8
2807,15.8,15.8,1012,43,0,1.4,95,71,88,35,9,131,0.8
2808,15.2,15.1,1012,42,0,1.6,83,55,116,45,9,109,0.8
2809,13.7,13.4,1012,53,0,1.2,93,69,125,59,12,81,0.9
2810,13.4,13,1011,58,0,1,113,85,115,67,12,55,1
2811,12.8,11.9,1011,62,0,1.7,99,74,86,73,14,56,0.9
2812,12.6,11.8,1011,63,0,1.3,,,,,,,
2813,12.8,12.1,1011,61,0,1.2,,,,,,,
2814,13.3,12.8,1011,57,0,1.4,,,,,,,
2815,N/A,N/A,N/A,N/A,N/A,N/A,85,63,100,44,25,65,1.6
2816,14.6,14.5,1012,52,0,0.9,119,90,119,54,33,51,1.8
2817,15.6,15.1,1012,53,0,1.9,100,75,103,61,26,47,1.3
2818,16.8,16.3,1012,49,0,2.4,99,74,100,51,21,55,1.1
2819,18,17.5,1011,45,0,2.4,112,84,112,57,20,57,1.2
2820,18.3,17.9,1011,47,0,1.8,117,88,116,76,16,46,1.4
2821,17.8,17.2,1011,47,0,2.6,,,,,,,
2822,18.2,17.7,1010,45,0,2.5,,,,,,,
2823,18.7,18.2,1010,47,0,1.9,102,76,79,33,11,137,0.9
2824,19.1,18.5,1009,46,0,2.4,110,83,0,34,9,138,0.9
2825,19,18.2,1009,52,0,2.9,120,91,0,36,9,132,0.9
2826,18.7,18,1009,57,0,2.1,118,89,107,45,8,111,1
2827,18.4,17.9,1009,54,0,1.6,122,92,0,37,8,147,1
2828,17.8,17.1,1009,57,0,2.2,133,101,0,46,8,156,1
2829,17.3,16.6,1009,62,0,1.8,134,102,106,53,6,106,1.1
2830,16.8,16.2,1009,68,0,1,135,103,112,59,5,73,1.1
2831,16.3,15.7,1009,69,0,0.8,147,112,113,59,4,55,1.1
2832,14.6,13.6,1010,77,0,0.8,153,117,0,74,3,24,1.2
2833,14.1,13.5,1009,80,0,0,158,120,0,82,2,7,1.2
2834,13.6,12.3,1010,84,0,0.6,152,116,0,85,2,2,1.3
2835,13.3,12.3,1010,86,0,0,142,108,0,81,2,2,1.3
2836,13.1,11.4,1010,88,0,0.8,140,107,0,83,2,2,1.4
2837,12.3,10.5,1010,91,0,0.6,,,,,,,
2838,11.4,9.3,1011,95,0,0.5,176,133,0,78,2,2,1.4
2839,12,10.4,1011,95,0,0,169,128,0,73,2,2,1.3
2840,15.4,14.5,1012,67,0,1.9,153,117,0,58,2,11,1.1
2841,17.8,17.3,1012,55,0,1.8,133,101,0,67,2,21,1.1
2842,20,19.3,1013,46,0,2,110,83,90,64,5,39,1
2843,21.9,21.5,1013,38,0,3.2,124,94,101,68,7,41,1.1
2844,23.3,23.4,1012,36,0,2.9,112,84,0,53,22,88,1.6
2845,24,24.1,1012,34,0,3.7,127,96,105,41,30,119,1.8
2846,24.7,24.9,1011,34,0,4.4,119,90,110,38,22,143,1.4
2847,25.6,21.9,1010,31,0,5.6,129,98,123,31,18,183,1.2
2848,25.5,22.2,1009,31,0,3.4,123,93,118,28,14,217,1.1
2849,25.4,21.9,1008,32,0,4.4,105,74,101,22,6,209,0.7
2850,25.2,21.5,1007,29,0,4.8,102,51,91,19,4,203,0.6
2851,23.3,23.3,1008,31,0,3.5,97,50,87,18,4,197,0.6
2852,21.2,20.9,1009,33,0,2.2,83,55,107,20,5,186,0.5
2853,19.9,18.5,1009,35,0,5.7,77,56,101,24,9,174,0.7
2854,18,17.7,1009,39,0,2,85,63,101,36,10,126,0.8
2855,16.8,16.5,1009,42,0,2.3,83,49,116,41,9,105,0.7
2856,15.7,15.6,1010,44,0,1.6,72,45,94,46,9,80,0.8
2857,14.3,14,1009,48,0,1.7,72,45,94,46,9,80,0.8
2858,14.2,13.9,1008,48,0,1.9,59,36,67,47,8,58,0.7
2859,N/A,N/A,N/A,N/A,N/A,N/A,58,27,65,48,10,51,0.6
2860,13.3,12.8,1008,53,0,1.8,58,23,65,47,10,49,0.6
2861,12.7,12,1008,54,0,2.2,,,,,,,
2862,12.4,11.7,1007,54,0,2.2,54,28,57,49,9,38,0.6
2863,12.6,11.7,1007,55,0,2.7,67,48,49,45,8,37,0.6
2864,14,13.3,1007,56,0,2.2,64,46,59,51,8,26,0.7
2865,N/A,N/A,N/A,N/A,N/A,N/A,65,47,72,54,16,27,0.8
2866,N/A,N/A,N/A,N/A,N/A,N/A,84,62,92,58,22,27,1.1
2867,18,17.3,1007,53,0,2.8,107,80,128,61,29,32,1.6
2868,19.9,19.1,1006,52,0,2.4,127,96,150,59,34,52,2.1
2869,21.6,21.1,1004,50,0,2.8,175,132,167,59,35,74,2.1
2870,23.6,23.6,1003,46,0,2.8,213,163,195,56,34,104,2.1
2871,24.4,24.7,1001,40,0,2.7,238,188,199,47,33,156,1.8
2872,25.7,22.8,1000,39,0,3.7,257,207,0,39,30,205,1.6
2873,25.2,22.6,999,42,0,2.9,219,169,0,32,26,231,1.3
2874,24.5,24.6,1000,43,0,3.2,221,171,182,32,25,238,1.2
2875,23.9,23.7,998,45,0,4.1,242,192,203,36,27,236,1.4
2876,24.5,24.4,998,44,0,4.5,254,204,0,46,25,207,1.5
2877,23.6,24.1,999,46,0,0.7,221,171,231,53,22,185,1.7
2878,22.1,22,999,51,0,1.5,225,175,212,55,18,135,1.8
2879,20.7,20.4,1000,58,0,0.8,241,191,223,90,11,60,2.2
2880,19.4,18.7,1000,64,0,1.7,256,206,222,128,9,21,2.4
2881,17.6,17.6,999,71,0,0,260,210,213,137,8,6,2.4
2882,17.2,16.5,999,73,0,1,261,211,215,135,6,2,2.5
2883,16.2,15.4,999,76,0,0.8,280,230,0,145,6,2,2.7
2884,N/A,N/A,N/A,N/A,N/A,N/A,286,236,0,129,6,2,2.4
2885,15,13.8,999,82,0,1,,,,,,,
2886,14.9,13.6,999,82,0,1.3,275,225,0,85,4,13,1.9
2887,15,13.7,1000,83,0,1,275,225,0,85,4,13,1.9
2888,17.9,17.2,1000,69,0,1.4,264,214,0,116,5,3,1.9
2889,20.2,19.6,1001,58,0,1.8,242,192,0,90,8,43,1.7
2890,22.3,22.1,1000,51,0,1.8,233,183,186,72,13,75,1.6
2891,24.2,24.7,1000,48,0,0.8,233,183,0,56,17,109,1.5
2892,26.1,23.8,1000,43,0,1.8,212,162,0,41,18,159,1.4
2893,27.5,24.7,999,39,0,3,217,167,170,35,19,204,1.4
2894,28.8,25.7,998,36,0,4.1,219,169,173,36,18,233,1.5
2895,29.6,26.9,997,35,0,1.7,219,169,196,42,17,254,1.3
2896,30.6,27.3,996,32,0,4.1,226,176,254,30,15,295,1.1
2897,30.9,27.8,996,32,0,2.9,131,91,185,21,11,261,0.8
2898,30.5,27.4,996,33,0,3.3,140,107,107,19,11,247,0.7
2899,26.9,24.5,996,50,0,4.8,118,87,133,20,12,235,0.9
2900,25.1,23.1,997,55,0,3,139,97,208,25,20,277,1.6
2901,23.8,23.6,998,59,0,2.4,157,114,263,42,14,199,1.2
2902,22.5,22,998,64,0,2.5,160,122,167,44,14,150,1.2
2903,21.1,20.3,998,68,0,2.9,179,135,159,50,12,112,1.3
2904,19.9,19.2,998,69,0,1.9,195,146,154,38,12,109,1.2
2905,19.6,18.8,998,70,0,2.2,212,162,0,31,12,118,1.2
2906,19.6,18.9,998,70,0,1.7,226,176,0,26,15,136,1.2
2907,19,18.1,997,72,0,2.2,236,186,0,26,17,145,1.2
2908,18.1,17.2,997,73,0,2.2,225,175,0,27,17,133,1.3
2909,17.3,16.3,997,76,0,1.9,,,,,,,
2910,N/A,N/A,N/A,N/A,N/A,N/A,233,183,0,29,14,93,1.5
2911,17.2,16.4,997,73,0,1.2,251,201,0,38,18,60,2.3
2912,18.7,18,998,67,0,1.7,249,199,0,36,21,65,2.7
2913,20.1,19.5,998,62,0,1.5,235,185,0,37,28,71,2.9
2914,21.2,20.6,997,61,0,2.3,246,196,0,42,47,87,3.2
2915,23.5,23.4,997,56,0,2.1,254,204,0,42,58,104,3.3
2916,25,25.1,997,54,0,2.8,262,212,213,49,56,120,3.2
2917,26.4,24.6,997,53,0,1.8,272,222,226,49,51,148,3.1
2918,28,26.2,996,52,0,2.5,267,217,225,44,49,191,3.1
2919,29.4,27,995,46,0,4.1,,,,,,,
2920,30.9,28.8,994,42,0,1.7,276,226,251,32,35,258,2.3
2921,30.4,28.3,994,46,0,2.7,271,221,0,25,33,287,2
2922,30.2,28.6,994,47,0,0.9,268,218,0,28,31,302,1.9
2923,29.7,27.3,994,42,0,2.4,225,175,215,26,26,264,1.6
2924,29.4,26.2,995,31,0,2.5,205,155,166,30,19,203,1.6
2925,28.1,25.2,998,37,0,3,218,168,0,42,16,169,1.9
2926,27.4,25,998,43,0,2.3,264,214,226,57,17,150,2.6
2927,26.6,24.2,998,47,0,3.4,231,181,0,54,15,102,1.8
2928,25.8,23.5,998,49,0,3.1,79,55,107,40,9,83,0.7
2929,25.1,23.4,999,53,0,1.4,95,53,140,34,8,94,0.7
2930,23.8,23.7,999,39,0,4.3,77,54,104,28,8,96,0.7
2931,N/A,N/A,N/A,N/A,N/A,N/A,84,62,0,27,8,100,0.8
2932,22.7,22.5,1000,38,0,3.4,75,55,0,18,4,86,0.5
2933,21.2,20.5,1001,39,0,4,,,,,,,
2934,19.8,18.7,1002,38,0,4.4,83,44,115,13,3,83,0.4
2935,18.8,17.3,1003,39,0,8,62,44,59,9,2,97,0.3
2936,18.2,16.9,1005,40,0,7.3,80,31,110,7,2,105,0.3
2937,15.6,14.1,1005,60,0,6.1,124,71,197,10,2,95,0.3
2938,14.5,12.9,1006,66,0.3,5.2,194,94,337,13,2,84,0.4
2939,13.6,11.6,1006,72,0,6.2,117,46,184,12,2,98,0.3
2940,13.2,11.2,1006,75,0.2,4.7,76,21,101,14,2,96,0.4
2941,12,9.7,1007,85,0.6,3.5,52,31,53,17,2,86,0.5
2942,12.2,10.1,1007,83,0.1,3,60,43,66,16,2,79,0.5
2943,11.9,9.4,1007,88,0.6,3.5,74,34,97,17,2,68,0.5
2944,11.5,8.7,1006,88,0.5,5.1,64,44,77,21,2,63,0.5
2945,11.5,9,1004,85,0.1,3.6,56,34,62,19,2,60,0.5
2946,12.2,9.9,1004,77,0,5.4,98,73,99,16,2,57,0.4
2947,12.6,10.6,1004,73,0,4.6,109,82,125,15,2,59,0.4
2948,12.9,11.2,1005,72,0,3.5,73,53,85,17,2,58,0.4
2949,13.7,12.3,1005,66,0,3.6,92,68,123,24,2,42,0.5
2950,13.8,12.5,1005,65,0,3.4,84,62,106,31,2,33,0.5
2951,13.8,12.6,1004,60,0,3.7,87,61,123,26,2,41,0.5
2952,13.1,12.3,1003,63,0,1.3,92,68,119,26,2,41,0.5
2953,10.1,8.1,1001,84,0,1,85,60,119,29,2,35,0.5
2954,9.2,7.5,1001,90,0,0,80,58,109,26,2,25,0.5
2955,8.9,6,1000,94,0,1.4,69,42,87,25,2,19,0.5
2956,N/A,N/A,N/A,N/A,N/A,N/A,68,36,85,26,2,15,0.5
2957,9.2,7.1,999,88,0,0.4,,,,,,,
2958,9,5.9,999,96,0,1.8,65,38,80,40,2,2,0.6
2959,9.4,6.7,998,96,0,0.9,61,40,71,34,2,2,0.6
2960,14.9,14.7,998,49,0,1.4,50,27,50,33,2,7,0.5
2961,17.8,17.4,998,32,0,3.2,39,17,39,35,2,10,0.6
2962,20.2,19.1,998,23,0,4.1,59,42,0,47,2,24,0.7
2963,21.5,20.7,997,17,0,5.8,19,7,0,26,2,60,0.5
2964,22.9,22.3,997,13,0,8,,,,,,,
2965,23.9,23.8,996,10,0,7.2,32,9,0,11,2,101,0.3
2966,25.1,20.1,996,9,0,5.8,36,25,0,9,2,113,0.3
2967,25.8,20.8,995,8,0,5,68,49,0,8,2,117,0.3
2968,26.2,21.3,994,8,0,4,63,17,75,9,2,112,0.2
2969,26.5,21.3,994,7,0,5,,,,,,,
2970,26.3,21.5,995,8,0,3.7,82,27,114,10,2,111,0.3
2971,25.3,20.7,996,9,0,3.6,86,28,121,10,2,109,0.3
2972,23.8,24.9,997,10,0,1.9,80,13,110,13,2,105,0.3
2973,N/A,N/A,N/A,N/A,N/A,N/A,81,23,111,18,2,97,0.3
2974,21.1,21.4,999,15,0,1.1,74,17,97,21,2,88,0.3
2975,16.7,17.9,999,31,0,0,82,15,113,37,2,56,0.4
2976,14.2,14.6,1000,38,0,0.8,78,57,95,51,2,29,0.5
2977,12.8,13,1000,45,0,0.8,61,43,72,77,2,2,0.7
2978,11.4,11.3,1000,52,0,0.7,,,,,,,
2979,10.8,10.3,1000,55,0,1.1,57,40,0,62,2,9,0.5
2980,9.9,9.2,1001,56,0,1.5,57,34,63,59,2,11,0.5
2981,10.3,10,1001,55,0,0.7,,,,,,,
2982,9.4,8.9,1001,61,0,0.4,60,26,69,67,2,2,0.5
2983,11,10.8,1002,56,0,0.4,57,40,52,59,2,2,0.7
2984,18.9,18.8,1002,28,0,1.5,57,7,63,57,2,2,0.7
2985,19.9,19.1,1003,23,0,2.7,26,7,0,52,2,4,0.7
2986,21.7,21.9,1003,19,0,1.8,29,20,0,53,4,26,0.6
2987,24.8,25.9,1003,14,0,2.6,36,19,36,46,5,41,0.7
2988,26.2,22.1,1003,14,0,2.4,64,26,77,68,6,26,0.8
2989,27.1,22.9,1002,14,0,2.6,54,11,58,61,5,48,0.7
2990,27.9,23.1,1001,12,0,4.4,55,39,0,40,3,82,0.4
2991,28.4,23.4,1001,11,0,4.6,55,28,59,25,2,111,0.3
2992,28,23.5,1000,12,0,3.1,52,36,54,20,2,133,0.3
2993,27.5,23.2,1000,13,0,2.6,57,12,64,18,5,153,0.4
2994,27.1,23.3,1000,15,0,1.5,60,40,69,19,4,164,0.4
2995,26.5,23.2,1000,18,0,0.8,74,38,98,26,5,153,0.4
2996,25.2,21.3,1000,19,0,3.1,73,37,96,39,7,135,0.5
2997,23.9,25,1001,16,0,1.6,73,37,96,39,7,135,0.5
2998,21.5,21.8,1002,21,0,1.3,99,74,0,53,11,88,0.7
2999,21.3,21.6,1003,22,0,0.9,,,,,,,
3000,20.3,19.9,1003,26,0,1.6,45,31,37,42,4,62,0.5
3001,20,19.2,1003,28,0,2.4,72,23,94,45,4,52,0.5
3002,19.5,18.7,1003,31,0,3.2,68,27,85,44,6,53,0.6
3003,18.9,18,1002,32,0,4.5,68,27,85,44,6,53,0.6
3004,18.7,18.1,1002,30,0,3.3,77,35,103,76,9,7,0.6
3005,19,18.4,1001,27,0,3.1,,,,,,,
3006,18.4,18.2,1001,31,0,2,59,42,0,37,10,56,0.6
3007,18.1,17.7,1002,35,0,2.6,,,,,,,
3008,18.6,18.2,1002,32,0,2.5,,,,,,,
3009,18.7,18.1,1003,31,0,3.3,69,50,84,49,24,52,1.5
3010,18.8,18.2,1003,34,0,3.2,62,44,66,56,32,48,1.9
3011,19.4,18.3,1003,36,0,4.9,105,79,0,58,36,47,1.9
3012,20.4,19.7,1002,36,0,2.9,75,48,99,46,30,68,1.5
3013,21.2,20.7,1001,39,0,2.9,,,,,,,
3014,21.8,21.4,1000,36,0,3.1,70,47,89,32,23,108,1.3
3015,22.8,22.8,1000,35,0,2.7,,,,,,,
3016,23,23.1,999,37,0,2.5,113,85,0,29,21,134,1.1
3017,23,23.1,998,40,0,2,,,,,,,
3018,22.7,22.9,999,43,0,1.4,90,67,111,34,20,144,1.2
3019,22.1,21.9,999,47,0,2,86,55,121,35,20,151,1.2
3020,20.6,20.2,1000,53,0,1.3,90,67,123,39,19,150,1.2
3021,19.2,18.6,1001,61,0,1.7,119,90,149,45,17,135,1.3
3022,18.3,17.8,1003,64,0,1.2,119,90,149,45,17,135,1.3
3023,21.5,21.1,1003,9,0,4.2,117,88,0,40,7,81,1.1
3024,20.2,18.6,1004,9,0,6.8,184,48,318,9,2,105,0.2
3025,19,17.2,1004,12,0,10.6,500,184,762,6,2,107,0.2
3026,18.3,17.5,1006,14,0,5.7,500,273,1000,5,2,102,0.2
3027,17.9,17.4,1006,15,0,4.5,500,319,1000,6,2,86,0.2
3028,16.9,16.1,1007,20,0,7,500,318,1000,5,2,82,0.2
3029,15.8,15.4,1008,23,0,4.9,,,,,,,
3030,15.2,15.3,1008,25,0,2.9,229,88,370,5,2,87,0.2
3031,15.3,15.1,1008,26,0,4,91,39,132,6,2,87,0.2
3032,16.1,16,1009,27,0,3.2,74,28,97,7,2,87,0.2
3033,16.9,16.5,1009,26,0,4,66,20,82,11,2,83,0.3
3034,18.3,17.3,1009,23,0,6.4,64,34,78,12,2,82,0.3
3035,19.5,18.2,1009,23,0,5.9,51,10,52,10,2,87,0.3
3036,20.6,19.7,1009,22,0,4.5,48,4,48,9,2,90,0.3
3037,21.8,21.5,1008,20,0,3.8,39,22,39,8,2,94,0.3
3038,23,22.9,1007,18,0,4.6,,,,,,,
3039,23.7,24.1,1006,17,0,3.6,,,,,,,
3040,24.3,25,1006,17,0,3.3,34,9,25,7,2,107,0.2
3041,24.9,25.9,1006,15,0,3,55,39,0,9,2,105,0.2
3042,25.3,21.3,1006,14,0,2.5,33,14,20,9,2,104,0.2
3043,24.8,25.9,1007,13,0,2.5,32,3,27,11,2,100,0.2
3044,23.5,23.8,1008,12,0,4.4,,,,,,,
3045,22.8,23.3,1009,12,0,2.5,,,,,,,
3046,22.2,22.5,1010,12,0,2.3,50,35,43,19,2,76,0.3
3047,21.4,21.3,1011,13,0,2.8,39,27,35,19,2,74,0.3
3048,21.3,21,1011,12,0,3.2,42,9,42,23,2,69,0.3
3049,20.7,20.3,1012,13,0,2.6,35,4,35,18,2,75,0.2
3050,19.6,19.2,1013,14,0,2,38,17,38,12,2,84,0.2
3051,17.5,18.2,1013,17,0,0.7,43,9,43,16,2,78,0.2
3052,16.7,17.3,1014,18,0,1.2,,,,,,,
3053,12.4,13.2,1014,32,0,0.7,,,,,,,
3054,10.5,11,1015,40,0,0.6,,,,,,,
3055,13.1,13.8,1015,36,0,0.6,35,24,27,27,2,43,0.3
3056,18.8,19,1015,23,0,0.9,53,33,56,35,2,30,0.3
3057,20.9,20.7,1015,15,0,2.1,39,3,39,51,2,12,0.5
3058,22.2,22.5,1016,13,0,2.2,26,18,0,39,2,45,0.4
3059,22.9,23.3,1016,12,0,3.1,22,15,0,23,2,70,0.3
3060,24.3,25.7,1015,10,0,1.5,53,37,0,11,2,93,0.2
3061,24.2,25.4,1015,9,0,2.1,32,7,28,11,2,100,0.2
3062,25,26.4,1014,8,0,2.4,34,3,5,12,2,108,0.2
3063,26.1,21.9,1013,8,0,1.6,43,30,0,13,2,117,0.2
3064,25.8,21.2,1012,10,0,3.8,39,3,30,15,2,123,0.3
3065,26,20.8,1012,12,0,7.3,75,55,0,15,2,142,0.2
3066,25.4,20.8,1011,11,0,4.1,47,25,35,13,2,150,0.2
3067,24.8,25.6,1011,15,0,3.7,,,,,,,
3068,22.8,23.3,1012,16,0,2.3,,,,,,,
3069,21.3,21.1,1012,19,0,2.5,60,37,69,19,2,142,0.3
3070,20,19,1013,24,0,2.9,65,37,80,34,2,114,0.4
3071,18.9,18.6,1012,26,0,2.1,,,,,,,
3072,17.9,17.8,1013,31,0,1.8,81,25,111,55,8,64,0.6
3073,17.3,17.1,1013,33,0,2.5,,,,,,,
3074,16.3,16.1,1012,36,0,2.5,78,17,105,64,11,39,0.7
3075,14.8,14.6,1011,43,0,2,88,34,125,69,10,23,0.7
3076,N/A,N/A,N/A,N/A,N/A,N/A,93,34,135,72,9,12,0.8
3077,13.3,13.1,1011,50,0,1.3,,,,,,,
3078,12.3,12,1011,54,0,0.9,90,67,124,75,9,2,0.9
3079,13.4,13.3,1011,53,0,0.7,94,70,103,70,7,2,1
3080,16.5,16.5,1011,46,0,1,96,56,141,67,8,2,1.1
3081,17.6,17.3,1011,42,0,1.8,87,54,124,67,21,3,1.2
3082,19.5,18.9,1011,39,0,2.2,83,55,116,71,27,14,0.9
3083,21.9,21.4,1010,32,0,4.1,,,,,,,
3084,23.4,23.4,1010,33,0,3.6,149,114,189,76,50,38,1.3
3085,25,25.2,1009,31,0,5,129,98,157,51,45,84,1.1
3086,25.4,22,1007,33,0,4.1,,,,,,,
3087,25.8,22.2,1007,32,0,5.1,182,137,0,22,27,142,0.8
3088,25.9,22.5,1006,34,0,4.9,,,,,,,
3089,24.8,24.7,1006,36,0,5.9,95,65,139,16,14,165,0.7
3090,24.1,23.9,1005,36,0,5.7,102,76,143,18,21,175,0.8
3091,23,22.5,1006,38,0,5.4,105,78,160,21,27,175,0.8
3092,21.9,21.1,1006,41,0,5.5,99,74,115,20,19,176,0.9
3093,21,20.3,1006,44,0,3.6,84,48,117,22,12,149,0.7
3094,20.4,19.3,1007,45,0,4.5,100,48,150,23,11,138,0.6
3095,19.5,18.7,1007,48,0,3,85,39,119,25,10,118,0.5
3096,18.5,17.7,1007,52,0,3.3,78,25,106,28,8,100,0.4
3097,17.6,17,1008,54,0,2.2,69,29,88,30,6,86,0.4
3098,16.8,16.1,1008,57,0,2.2,67,34,83,34,8,71,0.5
3099,16.1,15.5,1007,59,0,1.5,,,,,,,
3100,15.1,14.6,1008,63,0,0.9,56,29,61,33,7,62,0.5
3101,15.6,15.1,1008,61,0,1,,,,,,,
3102,15.4,15.1,1008,61,0,0.6,69,50,64,31,6,53,0.6
3103,15.4,15.6,1008,62,0,0,60,43,65,41,5,36,0.6
3104,16.6,16.3,1008,57,0,1,63,36,75,42,5,33,0.7
3105,18.4,18,1009,54,0,1.2,,,,,,,
3106,19.4,19,1009,51,0,1.2,65,47,75,47,6,25,0.8
3107,20.4,20,1009,48,0,1.4,79,58,80,55,11,38,0.7
3108,21.1,20.7,1009,45,0,2,72,34,94,49,10,54,0.7
3109,23,22.7,1008,41,0,4.2,,,,,,,
3110,22.6,22.4,1008,44,0,2.8,,,,,,,
3111,19.9,18.8,1009,56,0,4,100,53,149,21,4,105,0.5
3112,19.6,18.9,1008,61,0,2.1,57,24,64,18,2,85,0.4
3113,19.5,18.4,1008,54,0,4.1,52,15,53,15,2,89,0.4
3114,18.9,17.8,1008,55,0,4.3,42,29,0,16,2,92,0.4
3115,18.9,17.7,1007,54,0,5,46,32,0,16,2,93,0.4
3116,18.8,18.1,1008,54,0,2.6,33,23,0,19,2,95,0.4
3117,18,17.6,1008,55,0,1.3,57,35,63,29,2,80,0.5
3118,16.7,16.2,1008,61,0,1.1,62,25,74,35,2,62,0.6
3119,14.9,14.3,1008,69,0,0.5,62,38,73,42,2,39,0.6
3120,14.2,13.3,1008,74,0,0.7,60,33,70,47,2,24,0.7
3121,14,13.6,1008,76,0,0,51,33,52,51,2,18,0.7
3122,13.8,12.6,1008,79,0,0.9,58,41,65,70,2,2,0.8
3123,13.4,11.9,1008,83,0,1.1,54,38,44,70,2,2,0.7
3124,N/A,N/A,N/A,N/A,N/A,N/A,57,40,52,67,2,2,0.7
3125,12.6,11,1008,85,0,0.7,,,,,,,
3126,11.7,9.7,1007,91,0,0.8,64,46,0,73,2,2,0.8
3127,14.9,14,1008,76,0,0.7,38,26,30,64,2,2,0.6
3128,17.2,16.6,1008,65,0,1.3,54,38,47,60,2,2,0.6
3129,19.4,18.8,1008,54,0,1.8,42,29,0,47,2,19,0.6
3130,21.6,21.4,1007,41,0,2.1,48,33,44,43,2,36,0.7
3131,9999,N/A,1007,N/A,0,1.7,78,57,0,42,3,52,0.6
3132,24.9,25.7,1006,27,0,2.4,27,15,20,30,2,84,0.5
